Rating,Review_title,Review_comment,Hotel_site,Sentiment_score,Sentiment,Review,Topic,Topic_Label
5,Exceptional,pool spa gym seating area view staff room absolutely fantastic mekdes wedeye great server help curtain bit broken made work water bottle expensive staying day nice staying hotel discount restaurant also nice pool sitting area pool get hot nice sit shallow water also nice plant something first floor roof view nice dirty roof bit putting,Hawassa,0.9565,Positive,Exceptional pool spa gym seating area view staff room absolutely fantastic mekdes wedeye great server help curtain bit broken made work water bottle expensive staying day nice staying hotel discount restaurant also nice pool sitting area pool get hot nice sit shallow water also nice plant something first floor roof view nice dirty roof bit putting,0,Room Quality and Comfort
5,Great Hospitality.,ethiopian hotel learn try make swimming pool warm facility best keep also best family vacation cold swimming pool,Hawassa,0.8834,Positive,Great Hospitality. ethiopian hotel learn try make swimming pool warm facility best keep also best family vacation cold swimming pool,0,Room Quality and Comfort
1,Good location but poor service!,location amazing specifically wine bar great not towel bathroom literally beg called reception downstairs actually asked whether taken misplaced towel go reception time ask towel bathrobe kept saying send right away every time frustrating finally brought room almost later frustrating,Hawassa,0.4767,Negative,Good location but poor service! location amazing specifically wine bar great not towel bathroom literally beg called reception downstairs actually asked whether taken misplaced towel go reception time ask towel bathrobe kept saying send right away every time frustrating finally brought room almost later frustrating,2,Reception and Check-In Experience
5,Exceptional,staff friendly lakeview amazing food restaurant really good,Hawassa,0.8805,Positive,Exceptional staff friendly lakeview amazing food restaurant really good,0,Room Quality and Comfort
5,Exceptional,enjoyed stay haile resort hawassa much view lake nice sunset enjoyed birdlife boat trip hotel nice saw hippo food great staff super friendly really recommand hotel door key not always work apparently sensetive telephone call,Hawassa,0.9732,Positive,Exceptional enjoyed stay haile resort hawassa much view lake nice sunset enjoyed birdlife boat trip hotel nice saw hippo food great staff super friendly really recommand hotel door key not always work apparently sensetive telephone call,5,Service Efficiency and Professionalism
1,Poor,everything great bad internet connection,Hawassa,0.1531,Negative,Poor everything great bad internet connection,0,Room Quality and Comfort
5,Exceptional,everything amazing location resort staff helpful specially mergert even organized special event wife passed exam thing every thing perfect,Hawassa,0.9186,Positive,Exceptional everything amazing location resort staff helpful specially mergert even organized special event wife passed exam thing every thing perfect,1,Staff Helpfulness and Service
5,Exceptional,suite confortable lot activity food delicious maybe city around hotel not visit enough careful want visit shashamene,Hawassa,0.5508,Positive,Exceptional suite confortable lot activity food delicious maybe city around hotel not visit enough careful want visit shashamene,3,Scenic Views and Surroundings
3,Good,good,Hawassa,0.4404,Neutral,Good good,2,Reception and Check-In Experience
1,Poor,poor,Hawassa,-0.4767,Negative,Poor poor,0,Room Quality and Comfort
3,Good,good,Hawassa,0.4404,Neutral,Good good,2,Reception and Check-In Experience
4,Superb,superb,Hawassa,0.6249,Positive,Superb superb,5,Service Efficiency and Professionalism
4,Superb,superb,Hawassa,0.6249,Positive,Superb superb,5,Service Efficiency and Professionalism
3,Good,good,Hawassa,0.4404,Neutral,Good good,2,Reception and Check-In Experience
4,Very good,good,Hawassa,0.4404,Positive,Very good good,2,Reception and Check-In Experience
4,Very good,good,Hawassa,0.4404,Positive,Very good good,2,Reception and Check-In Experience
4,Superb,superb,Hawassa,0.6249,Positive,Superb superb,5,Service Efficiency and Professionalism
4,Very good,good,Hawassa,0.4404,Positive,Very good good,2,Reception and Check-In Experience
4,Very good,good,Hawassa,0.4404,Positive,Very good good,2,Reception and Check-In Experience
4,Superb,superb,Hawassa,0.6249,Positive,Superb superb,5,Service Efficiency and Professionalism
4,Very good,good,Hawassa,0.4404,Positive,Very good good,2,Reception and Check-In Experience
3,Good,good,Hawassa,0.4404,Neutral,Good good,2,Reception and Check-In Experience
4,Superb,superb,Hawassa,0.6249,Positive,Superb superb,5,Service Efficiency and Professionalism
4,Very good,good,Hawassa,0.4404,Positive,Very good good,2,Reception and Check-In Experience
4,Superb,superb,Hawassa,0.6249,Positive,Superb superb,5,Service Efficiency and Professionalism
3,Good,good,Hawassa,0.4404,Neutral,Good good,2,Reception and Check-In Experience
4,Very good,good,Hawassa,0.4404,Positive,Very good good,2,Reception and Check-In Experience
4,Superb,superb,Hawassa,0.6249,Positive,Superb superb,5,Service Efficiency and Professionalism
3,Good,good,Hawassa,0.4404,Neutral,Good good,2,Reception and Check-In Experience
4,Very good,good,Hawassa,0.4404,Positive,Very good good,2,Reception and Check-In Experience
4,Very good,good,Hawassa,0.4404,Positive,Very good good,2,Reception and Check-In Experience
3,Good,good,Hawassa,0.4404,Neutral,Good good,2,Reception and Check-In Experience
4,Very good,good,Hawassa,0.4404,Positive,Very good good,2,Reception and Check-In Experience
4,Superb,superb,Hawassa,0.6249,Positive,Superb superb,5,Service Efficiency and Professionalism
4,Superb,superb,Hawassa,0.6249,Positive,Superb superb,5,Service Efficiency and Professionalism
5,Exceptional,exceptional,Hawassa,0,Positive,Exceptional exceptional,1,Staff Helpfulness and Service
5,Exceptional,exceptional,Hawassa,0,Positive,Exceptional exceptional,1,Staff Helpfulness and Service
5,Exceptional,exceptional,Hawassa,0,Positive,Exceptional exceptional,1,Staff Helpfulness and Service
5,Exceptional,best trip,Hawassa,0.6369,Positive,Exceptional best trip,1,Staff Helpfulness and Service
5,Exceptional,exceptional,Hawassa,0,Positive,Exceptional exceptional,1,Staff Helpfulness and Service
5,Exceptional,exceptional,Hawassa,0,Positive,Exceptional exceptional,1,Staff Helpfulness and Service
5,Exceptional,exceptional,Hawassa,0,Positive,Exceptional exceptional,1,Staff Helpfulness and Service
5,Exceptional,exceptional,Hawassa,0,Positive,Exceptional exceptional,1,Staff Helpfulness and Service
1,Very poor,poor,Hawassa,-0.4767,Negative,Very poor poor,0,Room Quality and Comfort
5,Exceptional,exceptional,Hawassa,0,Positive,Exceptional exceptional,1,Staff Helpfulness and Service
3,Pleasant,pleasant,Hawassa,0.5106,Neutral,Pleasant pleasant,0,Room Quality and Comfort
2,Passable,passable,Hawassa,0,Negative,Passable passable,0,Room Quality and Comfort
5,Exceptional,exceptional,Hawassa,0,Positive,Exceptional exceptional,1,Staff Helpfulness and Service
2,Passable,passable,Hawassa,0,Negative,Passable passable,0,Room Quality and Comfort
5,Exceptional,exceptional,Hawassa,0,Positive,Exceptional exceptional,1,Staff Helpfulness and Service
5,Exceptional,exceptional,Hawassa,0,Positive,Exceptional exceptional,1,Staff Helpfulness and Service
4,Very good,good,Hawassa,0.4404,Positive,Very good good,2,Reception and Check-In Experience
4,Very good,good,Hawassa,0.4404,Positive,Very good good,2,Reception and Check-In Experience
4,Superb,superb,Hawassa,0.6249,Positive,Superb superb,5,Service Efficiency and Professionalism
4,Superb,superb,Hawassa,0.6249,Positive,Superb superb,5,Service Efficiency and Professionalism
4,Very good,good,Hawassa,0.4404,Positive,Very good good,2,Reception and Check-In Experience
0,Bad,bad,Hawassa,-0.5423,Negative,Bad bad,5,Service Efficiency and Professionalism
0,Bad,bad,Hawassa,-0.5423,Negative,Bad bad,5,Service Efficiency and Professionalism
5,Exceptional,exceptional,Hawassa,0,Positive,Exceptional exceptional,1,Staff Helpfulness and Service
5,Exceptional,exceptional,Hawassa,0,Positive,Exceptional exceptional,1,Staff Helpfulness and Service
5,Exceptional,exceptional,Hawassa,0,Positive,Exceptional exceptional,1,Staff Helpfulness and Service
5,Exceptional,exceptional,Hawassa,0,Positive,Exceptional exceptional,1,Staff Helpfulness and Service
5,Fantastic stay!,fantastic property never cease amaze u well maintained garden clean lake bird happy hippo exceptional service reception housekeeping security food service breakfast buffet always highlight stay haile resort come gain,Hawassa,0.9265,Positive,Fantastic stay! fantastic property never cease amaze u well maintained garden clean lake bird happy hippo exceptional service reception housekeeping security food service breakfast buffet always highlight stay haile resort come gain,3,Scenic Views and Surroundings
5,Highly recommend,staff wonderful accommodating u weather supported u really appreciate place great swam pool wine lake saw hippo lake food tasty comfortable room highly recommend,Hawassa,0.961,Positive,Highly recommend staff wonderful accommodating u weather supported u really appreciate place great swam pool wine lake saw hippo lake food tasty comfortable room highly recommend,3,Scenic Views and Surroundings
5,Exceptional,great setting lake staff extremely friendly room quite comfortable,Hawassa,0.9039,Positive,Exceptional great setting lake staff extremely friendly room quite comfortable,1,Staff Helpfulness and Service
5,Great resort!,wonderful attentive staff delicious breakfast meal gorgeous location,Hawassa,0.9081,Positive,Great resort! wonderful attentive staff delicious breakfast meal gorgeous location,3,Scenic Views and Surroundings
5,Love this resort!,excellent service beautiful location delicious food warm atmosphere,Hawassa,0.9217,Positive,Love this resort! excellent service beautiful location delicious food warm atmosphere,3,Scenic Views and Surroundings
5,Magical place,good stay hotel staff helpful place superb food good game child great cardio machine gym old decoration restaurant bit old fashionned conclusion good time family magical setting,Hawassa,0.9623,Positive,Magical place good stay hotel staff helpful place superb food good game child great cardio machine gym old decoration restaurant bit old fashionned conclusion good time family magical setting,5,Service Efficiency and Professionalism
5,Exceptional,amazing stay,Hawassa,0.5859,Positive,Exceptional amazing stay,1,Staff Helpfulness and Service
5,Exceptional,experience haile resort nothing short exceptional combination luxurious accommodation outstanding service prime location made memorable stay special mention go ephrem shuttle driver exceptionally courteous helpful making transfer airport seamless enjoyable highly recommend hotel anyone visiting awassa look forward returning next trip,Hawassa,0.9588,Positive,Exceptional experience haile resort nothing short exceptional combination luxurious accommodation outstanding service prime location made memorable stay special mention go ephrem shuttle driver exceptionally courteous helpful making transfer airport seamless enjoyable highly recommend hotel anyone visiting awassa look forward returning next trip,1,Staff Helpfulness and Service
5,Exceptional,fabulous location clean,Hawassa,0.7269,Positive,Exceptional fabulous location clean,1,Staff Helpfulness and Service
5,Exceptional,lovely hotel great view lake restaurant good not overpriced clean room great shower staff nice,Hawassa,0.9472,Positive,Exceptional lovely hotel great view lake restaurant good not overpriced clean room great shower staff nice,1,Staff Helpfulness and Service
5,Excellent,staff attentive need professional great stay location excellent,Hawassa,0.8316,Positive,Excellent staff attentive need professional great stay location excellent,4,Food Quality and Dining Experience
5,Exceptional,beautiful amazing experience,Hawassa,0.8271,Positive,Exceptional beautiful amazing experience,1,Staff Helpfulness and Service
5,Exceptional,hotel full polite friendly staff felt white woman staying black partner female staff around restaurant interactive reason l givecthe hotel general thankyou looking u,Hawassa,0.4939,Positive,Exceptional hotel full polite friendly staff felt white woman staying black partner female staff around restaurant interactive reason l givecthe hotel general thankyou looking u,4,Food Quality and Dining Experience
4,Very good,accounting redervation systemvery weak,Hawassa,-0.4404,Positive,Very good accounting redervation systemvery weak,4,Food Quality and Dining Experience
5,Exceptional,resort awesome staff member professional every resort clean neat highly recommend haile resort love haile resort staff employee well educated know treat customer oh forget mention food delicious healthy house keeping number one left room breakfast house keeper clean room everything need room event big small haile resort birthday anniversary honeymoon reason said honeymoon beautiful wife really enjoyed honeymoon not tell surprised decorated room every single day stay make cake honeymoon note not get surprised thing covered haile resort paid room cake decoration room freeeeeee freeeeeee money gonna expend resort cheap compare safety matter haile resort haile resort left unforgettable memory honeymoon haile resort number one book not not like clean room good customer service delicious healthy food safety consider mentioned choose haile resort haile resort haile resort book desta dibora,Hawassa,0.9946,Positive,Exceptional resort awesome staff member professional every resort clean neat highly recommend haile resort love haile resort staff employee well educated know treat customer oh forget mention food delicious healthy house keeping number one left room breakfast house keeper clean room everything need room event big small haile resort birthday anniversary honeymoon reason said honeymoon beautiful wife really enjoyed honeymoon not tell surprised decorated room every single day stay make cake honeymoon note not get surprised thing covered haile resort paid room cake decoration room freeeeeee freeeeeee money gonna expend resort cheap compare safety matter haile resort haile resort left unforgettable memory honeymoon haile resort number one book not not like clean room good customer service delicious healthy food safety consider mentioned choose haile resort haile resort haile resort book desta dibora,3,Scenic Views and Surroundings
3,Good,good,Hawassa,0.4404,Neutral,Good good,2,Reception and Check-In Experience
5,Exceptional,exceptional,Hawassa,0,Positive,Exceptional exceptional,1,Staff Helpfulness and Service
5,Exceptional,exceptional,Hawassa,0,Positive,Exceptional exceptional,1,Staff Helpfulness and Service
5,Exceptional,exceptional,Hawassa,0,Positive,Exceptional exceptional,1,Staff Helpfulness and Service
5,Exceptional,exceptional,Hawassa,0,Positive,Exceptional exceptional,1,Staff Helpfulness and Service
5,Exceptional,exceptional,Hawassa,0,Positive,Exceptional exceptional,1,Staff Helpfulness and Service
5,Exceptional,exceptional,Hawassa,0,Positive,Exceptional exceptional,1,Staff Helpfulness and Service
5,Exceptional,exceptional,Hawassa,0,Positive,Exceptional exceptional,1,Staff Helpfulness and Service
4,Very good,good,Hawassa,0.4404,Positive,Very good good,2,Reception and Check-In Experience
5,Exceptional,exceptional,Hawassa,0,Positive,Exceptional exceptional,1,Staff Helpfulness and Service
5,Exceptional,exceptional,Hawassa,0,Positive,Exceptional exceptional,1,Staff Helpfulness and Service
3,Good,good,Hawassa,0.4404,Neutral,Good good,2,Reception and Check-In Experience
5,Exceptional,exceptional,Hawassa,0,Positive,Exceptional exceptional,1,Staff Helpfulness and Service
4,Very good,good,Hawassa,0.4404,Positive,Very good good,2,Reception and Check-In Experience
5,Exceptional,exceptional,Hawassa,0,Positive,Exceptional exceptional,1,Staff Helpfulness and Service
5,dream by the lake,staff extremely friendly polite started door security continued way free shuttle airport hotel spotlessly clean toilet constantly cleaned location lake fantastic see photo negative point restaurant like many restaurant ethiopia us glutamate cooking not problem recommend haile resort without reservation,Hawassa,0.9252,Positive,dream by the lake staff extremely friendly polite started door security continued way free shuttle airport hotel spotlessly clean toilet constantly cleaned location lake fantastic see photo negative point restaurant like many restaurant ethiopia us glutamate cooking not problem recommend haile resort without reservation,4,Food Quality and Dining Experience
5,Exceptional,excellent resort beautiful location friendly staff,Hawassa,0.8957,Positive,Exceptional excellent resort beautiful location friendly staff,1,Staff Helpfulness and Service
5,Comfortable stay and helpful staff,great resort good service beautiful lake side view relaxed atmosphere,Hawassa,0.9337,Positive,Comfortable stay and helpful staff great resort good service beautiful lake side view relaxed atmosphere,5,Service Efficiency and Professionalism
5,Exceptional,excellent hotel friendly accommodating staff excellent food selection choice breakfast beautiful setting view lake awassa floor stunning changed every time looked window problem initial room request quickly fixed thing u,Hawassa,0.9371,Positive,Exceptional excellent hotel friendly accommodating staff excellent food selection choice breakfast beautiful setting view lake awassa floor stunning changed every time looked window problem initial room request quickly fixed thing u,1,Staff Helpfulness and Service
5,Exceptional,exceptional,Hawassa,0,Positive,Exceptional exceptional,1,Staff Helpfulness and Service
5,Exceptional,exceptional,Hawassa,0,Positive,Exceptional exceptional,1,Staff Helpfulness and Service
5,Exceptional,exceptional,Hawassa,0,Positive,Exceptional exceptional,1,Staff Helpfulness and Service
5,Exceptional,exceptional,Hawassa,0,Positive,Exceptional exceptional,1,Staff Helpfulness and Service
5,Exceptional hotel,superb hotel amazing staff bc delicious food perfect equation great trip loved everything hotel,Hawassa,0.9758,Positive,Exceptional hotel superb hotel amazing staff bc delicious food perfect equation great trip loved everything hotel,3,Scenic Views and Surroundings
5,Exceptional,exceptional,Hawassa,0,Positive,Exceptional exceptional,1,Staff Helpfulness and Service
5,Exceptional,exceptional,Hawassa,0,Positive,Exceptional exceptional,1,Staff Helpfulness and Service
5,great views!,enjoyable comfortable resort nicely priced first night view lake obstructed beautiful tree resort full night next night moved another room spectacular view lake,Hawassa,0.9186,Positive,great views! enjoyable comfortable resort nicely priced first night view lake obstructed beautiful tree resort full night next night moved another room spectacular view lake,1,Staff Helpfulness and Service
5,Exceptional,beautiful view great room hotel staff friendly helpful child friendly atmosphere,Hawassa,0.9531,Positive,Exceptional beautiful view great room hotel staff friendly helpful child friendly atmosphere,1,Staff Helpfulness and Service
4,Lectures at MSc. course Wonod Genet,good shower needed turn minute every morgning order get hot water floor sea view internet connection extremely unstable stable internet connection one main reason hotel chosen needed som home work afternoon,Hawassa,0.3788,Positive,Lectures at MSc. course Wonod Genet good shower needed turn minute every morgning order get hot water floor sea view internet connection extremely unstable stable internet connection one main reason hotel chosen needed som home work afternoon,3,Scenic Views and Surroundings
5,Exceptional,exceptional,Hawassa,0,Positive,Exceptional exceptional,1,Staff Helpfulness and Service
4,Very good,good,Hawassa,0.4404,Positive,Very good good,2,Reception and Check-In Experience
5,Exceptional,nice resort right lake friendly helpful staff food numerous variety something everyone recommended family huge playground bouncy castle small train minute flight addis ideal little break hustle bustle city,Hawassa,0.936,Positive,Exceptional nice resort right lake friendly helpful staff food numerous variety something everyone recommended family huge playground bouncy castle small train minute flight addis ideal little break hustle bustle city,0,Room Quality and Comfort
5,Exceptional,really clean pleasant room staff extremely friendly beautiful scenery,Hawassa,0.9354,Positive,Exceptional really clean pleasant room staff extremely friendly beautiful scenery,0,Room Quality and Comfort
4,Great location by the lake.,location great nice view lake balcony boat trip lake offer splendid experience seeing hippo different type bird living lake,Hawassa,0.8934,Positive,Great location by the lake. location great nice view lake balcony boat trip lake offer splendid experience seeing hippo different type bird living lake,5,Service Efficiency and Professionalism
3,Good,huge difference good bad staff behavior,Hawassa,0.1779,Neutral,Good huge difference good bad staff behavior,0,Room Quality and Comfort
3,Good wievs is the best,staff friendly service minded wiev hotel amazing stuning hotel bit old not date pool area bit ruff cold dirty water breakfast poor not much choose staff really try best helpfull,Hawassa,0.7564,Positive,Good wievs is the best staff friendly service minded wiev hotel amazing stuning hotel bit old not date pool area bit ruff cold dirty water breakfast poor not much choose staff really try best helpfull,0,Room Quality and Comfort
5,Exceptional,friendly staff excellent food stayed hotel family five day,Hawassa,0.7845,Positive,Exceptional friendly staff excellent food stayed hotel family five day,1,Staff Helpfulness and Service
4,Very good,people please nice service quick service room nice view hawassa lake clean enjoyed stay,Hawassa,0.9169,Positive,Very good people please nice service quick service room nice view hawassa lake clean enjoyed stay,1,Staff Helpfulness and Service
4,"Good rooms, good views, bad food",room haile clean comfortable suite time lovely biggest complaint hotel food food terrible,Hawassa,0.6705,Positive,"Good rooms, good views, bad food room haile clean comfortable suite time lovely biggest complaint hotel food food terrible",3,Scenic Views and Surroundings
5,Exceptional,lake bird island gelila island staff haile resort,Ziway,0,Positive,Exceptional lake bird island gelila island staff haile resort,5,Service Efficiency and Professionalism
4,Lakeside comfort in Ziway,well kept resort friendly helpful staff arrange trip nearby lake reasonable rate location little way town handy lake,Ziway,0.7964,Positive,Lakeside comfort in Ziway well kept resort friendly helpful staff arrange trip nearby lake reasonable rate location little way town handy lake,5,Service Efficiency and Professionalism
4,Very good,air conditioning fan website not accurate,Ziway,0.3182,Positive,Very good air conditioning fan website not accurate,2,Reception and Check-In Experience
4,Very good,staff kindness local refrigerator hot air conditioning net bed not comfortable,Ziway,0.0767,Positive,Very good staff kindness local refrigerator hot air conditioning net bed not comfortable,0,Room Quality and Comfort
4,Cofortable stay at perfect location,good location,Ziway,0.4404,Positive,Cofortable stay at perfect location good location,5,Service Efficiency and Professionalism
4,Great stay - we'll be back,wonderful stay ziway arrived allowed check room early without question breakfast great fresh egg omelette made order great coffee resort full bird fish eagle little yellow blue bird loved lush well kept property garden pool clean well presented lounge chair wooden mattress slightly broken area addressed given pool towel great bungalow small fan room sounded like airplane taking not use great mosquito mesh window sleep window open,Ziway,0.5599,Positive,Great stay - we'll be back wonderful stay ziway arrived allowed check room early without question breakfast great fresh egg omelette made order great coffee resort full bird fish eagle little yellow blue bird loved lush well kept property garden pool clean well presented lounge chair wooden mattress slightly broken area addressed given pool towel great bungalow small fan room sounded like airplane taking not use great mosquito mesh window sleep window open,2,Reception and Check-In Experience
4,The orders are so great they are well trained of the customer service. I like to appreciate,breakfast great location easily locatable facilties like sauna steam poor tv include d tv,Ziway,0.7096,Positive,The orders are so great they are well trained of the customer service. I like to appreciate breakfast great location easily locatable facilties like sauna steam poor tv include d tv,0,Room Quality and Comfort
3,Pleasant,not satisfied room helped u changing room need small refrigerator small lamp bedroom,Ziway,-0.3252,Negative,Pleasant not satisfied room helped u changing room need small refrigerator small lamp bedroom,4,Food Quality and Dining Experience
3,Pleasant,junior suite balcony not exist hotel text updated boat lake service cancelled,Ziway,-0.25,Negative,Pleasant junior suite balcony not exist hotel text updated boat lake service cancelled,2,Reception and Check-In Experience
0,Bad,bad,Ziway,-0.5423,Negative,Bad bad,5,Service Efficiency and Professionalism
5,Exceptional,super cite nice clean good facility gorgeous location super friendly staff,Ziway,0.9732,Positive,Exceptional super cite nice clean good facility gorgeous location super friendly staff,0,Room Quality and Comfort
5,Exceptional,place staff room also food,Ziway,0,Positive,Exceptional place staff room also food,1,Staff Helpfulness and Service
4,Very good,good,Ziway,0.4404,Positive,Very good good,2,Reception and Check-In Experience
4,Superb,superb,Ziway,0.6249,Positive,Superb superb,5,Service Efficiency and Professionalism
4,Very good,good,Ziway,0.4404,Positive,Very good good,2,Reception and Check-In Experience
4,Superb,superb,Ziway,0.6249,Positive,Superb superb,5,Service Efficiency and Professionalism
4,Very good,good,Ziway,0.4404,Positive,Very good good,2,Reception and Check-In Experience
4,Very good,good,Ziway,0.4404,Positive,Very good good,2,Reception and Check-In Experience
5,Exceptional,exceptional,Ziway,0,Positive,Exceptional exceptional,1,Staff Helpfulness and Service
5,Exceptional,exceptional,Ziway,0,Positive,Exceptional exceptional,1,Staff Helpfulness and Service
5,Exceptional,exceptional,Ziway,0,Positive,Exceptional exceptional,1,Staff Helpfulness and Service
3,Good,good,Ziway,0.4404,Neutral,Good good,2,Reception and Check-In Experience
3,Good,good,Ziway,0.4404,Neutral,Good good,2,Reception and Check-In Experience
4,Very good,good,Ziway,0.4404,Positive,Very good good,2,Reception and Check-In Experience
4,Very good,good,Ziway,0.4404,Positive,Very good good,2,Reception and Check-In Experience
3,Good,good,Ziway,0.4404,Neutral,Good good,2,Reception and Check-In Experience
3,Pleasant,pleasant,Ziway,0.5106,Neutral,Pleasant pleasant,0,Room Quality and Comfort
5,Exceptional,room good spacious room bed adequate mattress soft resort nice garden stroll good gym nice pool breakfast typical ethiopian serf county delight abundance staff great certainly place go back,Ziway,0.9709,Positive,Exceptional room good spacious room bed adequate mattress soft resort nice garden stroll good gym nice pool breakfast typical ethiopian serf county delight abundance staff great certainly place go back,4,Food Quality and Dining Experience
5,Exceptional,visited hotel several time already welcomed home staff received open arm made stay nice always chat smile always given place allows strolling outside lakeside enjoy drink terras food taste internet stable available compound coffee ask local buna coffee teated delight,Ziway,0.9432,Positive,Exceptional visited hotel several time already welcomed home staff received open arm made stay nice always chat smile always given place allows strolling outside lakeside enjoy drink terras food taste internet stable available compound coffee ask local buna coffee teated delight,4,Food Quality and Dining Experience
4,Very good,nice welcoming staff area good food nice looking pool never used fair internet connection ethiopia price value correct garden nice observe monheys many type bird access lake shore walk way quite nice offer nice boat tour lake time not able probably next time sure come back bed good also found clean however always coming ant garden may uncomfortable people given free bottled drinking water every day housekeeping done nicely every day thing may improve rusty water come hand wash shower smell metallic rusty yellow colour probably rusted tank also nice get every room good mosquito net installed fix standard ask suggest sacrify one guest room garden install massage room able nicer place definitely best hotel option ziway come back,Ziway,0.994,Positive,Very good nice welcoming staff area good food nice looking pool never used fair internet connection ethiopia price value correct garden nice observe monheys many type bird access lake shore walk way quite nice offer nice boat tour lake time not able probably next time sure come back bed good also found clean however always coming ant garden may uncomfortable people given free bottled drinking water every day housekeeping done nicely every day thing may improve rusty water come hand wash shower smell metallic rusty yellow colour probably rusted tank also nice get every room good mosquito net installed fix standard ask suggest sacrify one guest room garden install massage room able nicer place definitely best hotel option ziway come back,0,Room Quality and Comfort
2,Fair,property need lot work,Ziway,0,Negative,Fair property need lot work,3,Scenic Views and Surroundings
2,Reservation not honored,arrived night hotel not pre paid reservation computer gave u lesser room higher rate wedding blasting right outside door mosquito inside mosquito net surprised quality chain hotel much lower awassa stayed night,Ziway,-0.0772,Negative,Reservation not honored arrived night hotel not pre paid reservation computer gave u lesser room higher rate wedding blasting right outside door mosquito inside mosquito net surprised quality chain hotel much lower awassa stayed night,4,Food Quality and Dining Experience
5,Exceptional,friendliness staff deserves special mention especially manager always hand help location haile resort not better nature lover get money worth,Ziway,0.8066,Positive,Exceptional friendliness staff deserves special mention especially manager always hand help location haile resort not better nature lover get money worth,4,Food Quality and Dining Experience
4,Very good,stayed garden room room nice window opened except patio door open front prefer room main building widow opened,Ziway,0.4215,Positive,Very good stayed garden room room nice window opened except patio door open front prefer room main building widow opened,2,Reception and Check-In Experience
3,Good,getting bit tired rough around edge staff not super friendly ok fly buzzing around breakfast buffet food fact quite fly buzzing around ziway rude pool gym amanager shouting instruction guest positive swimming pool boat trip fun escape see hippo generally langano area much nicer ziway price sabana beach resort yet sabana beach idyllic,Ziway,-0.2644,Negative,Good getting bit tired rough around edge staff not super friendly ok fly buzzing around breakfast buffet food fact quite fly buzzing around ziway rude pool gym amanager shouting instruction guest positive swimming pool boat trip fun escape see hippo generally langano area much nicer ziway price sabana beach resort yet sabana beach idyllic,5,Service Efficiency and Professionalism
5,Exceptional,exceptional,Ziway,0,Positive,Exceptional exceptional,1,Staff Helpfulness and Service
5,Brilliant spot with excellent staff,place bit hard reach city centre every equipment caters comfort tiny gym sauna room inviting well broad spacious swimming pool room lake view superb enjoy sunrise window staff really assistant informative plus friendly bell boy offered change normal room room lake view extra charge traditional coffee shop next lobby pay birr overall love place really nice resort ever stayed affordable price truly recommend place,Ziway,0.9808,Positive,Brilliant spot with excellent staff place bit hard reach city centre every equipment caters comfort tiny gym sauna room inviting well broad spacious swimming pool room lake view superb enjoy sunrise window staff really assistant informative plus friendly bell boy offered change normal room room lake view extra charge traditional coffee shop next lobby pay birr overall love place really nice resort ever stayed affordable price truly recommend place,5,Service Efficiency and Professionalism
4,Very good,nice garden well maintained good location allows pleasant walk,Ziway,0.8779,Positive,Very good nice garden well maintained good location allows pleasant walk,0,Room Quality and Comfort
4,Very good,small house nicely laid beautiful lake boat tour hippo possible,Ziway,0.7783,Positive,Very good small house nicely laid beautiful lake boat tour hippo possible,2,Reception and Check-In Experience
3,Good,good stay worker not speak good english communication frustrating room good worker try hard make happy not top line good,Ziway,0.8862,Positive,Good good stay worker not speak good english communication frustrating room good worker try hard make happy not top line good,1,Staff Helpfulness and Service
